Key,Source,Context,Changes,English,French,German,Klingon,Spanish
ttCombineInvalidItem,UI,Tooltip,New,Combine similar single part items of quality to make a new better item.,Combine similar single part items of quality to make a new better item.,,,
ttGFXSET_UMATexQuality_b,UI,Tooltip,New,Controls the texture baking size of UMA characters.,Controls the texture baking size of UMA characters.,,,
ttGFXSET_UMATexQuality_h,UI,Tooltip,New,UMA Texture Quality,UMA Texture Quality,,,
ttGFXSET_WaterParticleLimiter_b,UI,Tooltip,New,How accurate water particles match falls.\nPerformance Impact: High\n,How accurate water particles match falls.\nPerformance Impact: High\n,,,
ttGFXSET_WaterParticleLimiter_h,UI,Tooltip,New,Water Particle Limiter,Water Particle Count,,,
ttItemCountNotBundleSize,UI,Tooltip,New,You must buy/sell this item in increments of {0}.,You must buy/sell this item in increments of {0}.,,,
ttNoSpaceForBuying,UI,Tooltip,New,You do not have enough inventory space to buy this item.,You do not have enough inventory space to buy this item.,,,
ttNoSpaceForSelling,UI,Tooltip,New,You do not have enough inventory space to sell this item.,You do not have enough inventory space to sell this item.,,,
ttOverstockedOnItem,UI,Tooltip,New,I am overstocked on that item.,I am overstocked on that item.,,,
ttSteamBPM,UI,Tooltip,New,The game has to be started from Steam's Big Picture Mode to use the on-screen keyboard.,The game has to be started from Steam's Big Picture Mode to use the on-screen keyboard.,"Das Spiel muss über Steam's Big Picture Mode gestartet werden, damit die Bildschirmtastatur verfügbar ist.",,
ttVendingMachineMaxCoin,UI,Tooltip,New,This vending machine cannot hold anymore coin.,This vending machine cannot hold anymore coin.,,,
ttVendingMachineMaxItems,UI,Tooltip,New,This vending machine cannot hold anymore items.,This vending machine cannot hold anymore items.,,,
ttVMAlreadyRented,UI,Tooltip,New,This vending machine is already rented out.,This vending machine is already rented out.,,,
ttVMNotEnoughMoneyAddTime,UI,Tooltip,New,You do not have enough money to add time to your rental.,You do not have enough money to add time to your rental.,,,
ttVMNotEnoughMoneyRent,UI,Tooltip,New,You do not have enough money to rent this vending machine.,You do not have enough money to rent this vending machine.,,,
vendingMachineActivate,UI,Use Prompt,New,<{0}> to interact with {1},<{0}> to interact with {1},,,
vkPromptCount,UI,Virtual Keyboard,New,Enter count,Enter count,Anzahl eingeben,,
vkPromptSearchTerm,UI,Virtual Keyboard,New,Enter search term,Enter search term,Suchbegriff eingeben,,
vkPromptSignText,UI,Virtual Keyboard,New,Enter sign name,Enter sign name,Beschriftung für Schild eingeben,,
vkPromptWaypointName,UI,Virtual Keyboard,New,Enter waypoint name,Enter waypoint name,Name für Wegpunkt eingeben,,
xuiAmmo,UI,XUI,New,AMMO,AMMO,,,
xuiCharacter,UI,XUI,New,ｷｬﾗｽﾃｰﾀｽ,CHARACTER,,,
xuiCombine,UI,XUI,New,ﾆｺｲﾁ,COMBINE,,,
xuiCombineItemA,UI,XUI,New,ｱｲﾃﾑA,ITEM A,,,
xuiCombineItemB,UI,XUI,New,ｱｲﾃﾑB,ITEM B,,,
xuiCrafting,UI,XUI,New,ｸﾗﾌﾄ,CRAFTING,,,
xuiEndTime,UI,XUI,New,END TIME,END TIME,,,
xuiIngameDebugMenu,UI,XUI,New,Debug Tools,Debug Tools,,,
xuiJournal,UI,XUI,New,ｼﾞｬｰﾅﾙ,JOURNAL,,,
xuiLevelTools,UI,XUI,New,Level Tools,Level Tools,,,
xuiMaterialGroup,UI,XUI,New,GROUP,GROUP,,,
xuiMaterials,UI,XUI,New,MATERIALS,MATERIALS,,,
xuiMaxOutput,UI,XUI,New,MAX OUTPUT,MAX OUTPUT,,,
xuiPaintCost,UI,XUI,New,PAINT COST,PAINT COST,,,
xuiPlayerLevel,UI,XUI,New,Player Level,Player Level,,,
xuiPower,UI,XUI,New,POWER,POWER,,,
xuiPrefabList,UI,XUI,New,Prefab Tools,Prefab Tools,,,
xuiResult,UI,XUI,New,結果,RESULT,,,
xuiSkillBartering,UI,XUI,New,Price Modifier,Price Modifier,,,
xuiSkillCurrentLevel,UI,XUI,New,Current Level:,Current Level:,,,
xuiSkills,UI,XUI,New,ｽｷﾙ,SKILLS,,,
xuiSkillSecretStash,UI,XUI,New,ﾎﾞｰﾅｽﾚﾍﾞﾙ,Bonus Level,,,
xuiSkillSelectedLevel,UI,XUI,New,Selected Level:,Selected Level:,,,
xuiSlots,UI,XUI,New,SLOTS,SLOTS,,,
xuiStartTime,UI,XUI,New,START TIME,START TIME,,,
xuiTrader,UI,XUI,New,TRADER,TRADER,,,
xuiVending,UI,XUI,New,販売,VENDING,,,
xuiWPjournal,UI,Quests Window Paging in Game,New,Journal,Journal,,,
devOnlyGroupDesc,blocks,Block,New,開発及びテストのみに使用してください。,Only use for development and testing.,,,
sleeperGroupDesc,blocks,SleeperSpawn,New,"Regular: 20-7% empty, XS 1-2, S 2-4, M 3-7, L 4-9, XL 5-11.  LootRoom: 0% empty, XS 1-2, S 3-4, M 5-7, L 6-9, XL 8-11.  Abandoned: 1, high decoy %","Regular: 20-7% empty, XS 1-2, S 2-4, M 3-7, L 4-9, XL 5-11.  LootRoom: 0% empty, XS 1-2, S 3-4, M 5-7, L 6-9, XL 8-11.  Abandoned: 1, high decoy %",,,
spawnTraderDesc,blocks,Block,New,"Navezgane Traders: 1394,1324 / -1052,951 / 318,107 / -771,-1305 / 1002,-1308","Navezgane Traders: 1394,1324 / -1052,951 / 318,107 / -771,-1305 / 1002,-1308",,,
rebarFrameGroupDesc,blocks,Block,New,鉄筋(rebar Frame)。木とコンクリートミックスで鉄筋コンクリートになります。製錬鋼(Forged Steel)があれば、さらに強化できます。,Place and upgrade with concrete mix and a construction tool using the secondary action. Upgrade more when dry.,Kann mit Betonmischung und Bauwerkzeugen unter Verwendung der sekundären Aktion gebaut werden. Werte nach dem Trocknen mit geschmiedetem Stahl weiter auf.,,"Se usa como cimiento. Usa la acción secundaria para construir con madera, mezcla de hormigón y una herramienta de construcción. Mejóralo aún más con acero forjado una vez que esté seco."
concreteGroupDesc,blocks,Block,New,コンクリート(Concrete)は高い防御力を提供してくれます。非常に柔軟な形状のブロックを作れます。アップグレードでより強固になります。,A very flexible building material. Place and wait for the concrete to set. Can be upgraded to reinforced concrete.,Ein sehr flexibles Baumaterial. Braucht Zeit zum Aushärten. Kann zu verstärktem Beton aufgewertet werden.,,"El hormigón ofrece una buena protección y es un material de construcción muy flexible, por lo que se puede moldear mientras se usa. Se puede mejorar."
ttRepairBeforePickup,UI,Tooltip,New,You must repair this before picking it up.,You must repair this before picking it up.,,,
electricBasicsName,progression,Perk,New,Electricity Basics,Electricity Basics,,,
electricBasicsDesc,progression,Perk,New,このperkを購入すると電気(主に電灯)のレシピを解放します。,This perk will unlock recipes for electrical devices.,,,
electricTriggersName,progression,Perk,New,Switches and Triggers,Switches and Triggers,,,
electricTriggersDesc,progression,Perk,New,このperkを購入すると電気スイッチのレシピを解放します。,This perk will unlock recipes for electrical devices.,,,
electricTrapsMeleeName,progression,Perk,New,Melee Traps,Melee Traps,,,
electricTrapsMeleeDesc,progression,Perk,New,このperkを購入すると電気トラップ(乱闘向き)のレシピを解放します。,This perk will unlock recipes for electrical devices.,,,
electricTrapsRangedName,progression,Perk,New,Ranged Traps,Ranged Traps,,,
electricTrapsRangedDesc,progression,Perk,New,このperkを購入すると電気トラップ(範囲攻撃向き)のレシピを解放します。,This perk will unlock recipes for electrical devices.,,,
electricGeneratorName,progression,Perk,New,Generator Bank,Generator Bank,,,
electricGeneratorDesc,progression,Perk,New,このperkを購入すると発電機のレシピを解放します。,This perk will unlock recipes for electrical devices.,,,
electricBatteryBankName,progression,Perk,New,Battery Bank,Battery Bank,,,
electricBatteryBankDesc,progression,Perk,New,このperkはバッテリーのレシピを解放します。このperkは購入できませんが、回路図は世界のどこかで見つけることができます。,This perk will unlock recipes for electrical devices. This perk cannot be bought but a schematic can be found in the world.,,,
electricSolarBankName,progression,Perk,New,Solar Power,Solar Power,,,
electricSolarBankDesc,progression,Perk,New,Trader Only,Trader Only,,,
doItYourselfName,progression,Perk,New,Do It Yourself,Do It Yourself,,,
doItYourselfDesc,progression,Perk,New,部品を調達するために外界で危険を冒す必要はないと思うぜ？,Why go out and risk your life scavenging when you can build your own parts?,,,
securityGateCTRPlate,blocks,Block,New,Security Gate Centered,Security Gate Centered,,,
securityGatePlate,blocks,Block,New,Security Gate,Security Gate,,,
glassBusinessPlate,blocks,Block,New,Business Glass Plate,Business Glass Plate,Geschäftsglasblock Platte,,
glassBusinessPlateCurved,blocks,Block,New,Business Glass Curved Plate,Business Glass Curved Plate,Geschäftsglasscheibe abgerundet,,
glassBulletproofPlateCurved,blocks,Block,New,Bulletproof Glass Curved Plate,Bulletproof Glass Curved Plate,Panzerglasscheibe abgerundet,,
bulletproofGlassGroupDesc,blocks,Block,New,防弾ガラスは修理することができますが、それには同じタイプの新しいブロックが必要です。,Bulletproof Glass can be repaired but requires completely new blocks of the same type as repair material.,Panzerglas kann repariert werden aber verbraucht dabei Scheiben des genau gleichen Typs.,,
pouredConcreteArrowSlitHalf,blocks,Block,New,Wet Concrete Arrow Slit,Wet Concrete Arrow Slit,Feuchter Beton - Schießscharte,,Bloque de hormigón
pouredConcreteBlock,blocks,Block,New,Wet Concrete Block,Wet Concrete Block,Feuchter Beton - Block,,Bloque de hormigón
pouredConcreteCNRFull,blocks,Block,New,Wet Concrete Full Corner,Wet Concrete Full Corner,Feuchter Beton – Komplette Ecke,,Esquina de hormigón
pouredConcreteCNRInside,blocks,Block,New,Wet Concrete Inside Corner,Wet Concrete Inside Corner,Feuchter Beton – Innenecke,,Esquina interior de hormigón
pouredConcreteCNRRamp,blocks,Block,New,Wet Concrete Ramp Corner,Wet Concrete Ramp Corner,Feuchter Beton – Rampenecke,,Esquina de rampa de hormigón
pouredConcreteCNRRound,blocks,Block,New,Wet Concrete Corner Round,Wet Concrete Corner Round,Feuchter Beton - Abgerundet,,
pouredConcreteCNRRoundTop,blocks,Block,New,Wet Concrete Corner Round Top,Wet Concrete Corner Round Top,"Feuchter Beton - Abgerundet, Ecke",,
pouredConcreteCTRPlate,blocks,Block,New,Wet Concrete Plate Centered,Wet Concrete Plate Centered,Feuchter Beton - platte mittig,,Placa de hormigón centrada
pouredConcreteEighth,blocks,Block,New,Wet Concrete 1/8 Block,Wet Concrete 1/8 Block,Feuchter Beton - 1/8 block ,,1/8 de bloque de hormigón
pouredConcreteHalf,blocks,Block,New,Wet Concrete 1/2 Block,Wet Concrete 1/2 Block,Feuchter Beton - 1/2 block ,,1/2 de bloque de hormigón
pouredConcretePillar100,blocks,Block,New,Wet Concrete Pillar 100,Wet Concrete Pillar 100,Feuchter Beton - säule 100,,Pilar de hormigón 100
pouredConcretePillar50,blocks,Block,New,Wet Concrete Pillar 50,Wet Concrete Pillar 50,Feuchter Beton - säule 50,,Pilar de hormigón 50
pouredConcretePlate,blocks,Block,New,Wet Concrete Plate,Wet Concrete Plate,Feuchter Beton - platte,,Placa de hormigón
pouredConcretePole,blocks,Block,New,Wet Concrete Pole,Wet Concrete Pole,Feuchter Beton - pfosten,,Poste de hormigón
pouredConcretePyramid,blocks,Block,New,Wet Concrete Pyramid,Wet Concrete Pyramid,Feuchter Beton - pyramide,,Pirámide de hormigón
pouredConcreteQuarter,blocks,Block,New,Wet Concrete 1/4 Block,Wet Concrete 1/4 Block,Feuchter Beton - 1/4 block ,,1/4 de bloque de hormigón
pouredConcreteRamp,blocks,Block,New,Wet Concrete Ramp,Wet Concrete Ramp,Feuchter Beton - rampe,,Rampa de hormigón
pouredConcreteStairs25,blocks,Block,New,Wet Concrete Stairs,Wet Concrete Stairs,Feuchter Beton - stufen,,Escaleras de hormigón
pouredConcreteSupport,blocks,Block,New,Wet Concrete Support,Wet Concrete Support,Feuchter Beton - stütze,,Soporte de hormigón
pouredConcreteWedge,blocks,Block,New,Wet Concrete Wedge,Wet Concrete Wedge,Feuchter Beton - schräge,,Cuña de hormigón
pouredConcreteWedgeTip,blocks,Block,New,Wet Concrete Wedge Tip,Wet Concrete Wedge Tip,Feuchter Beton - schrägenspitze,,Punta de cuña de hormigón
zombieArleneFeral,entityclasses,Entity,New,強欲な逝き遅れｿﾞﾝﾋﾞ,Feral Putrid Girl,,,
zombieBehemoth,entityclasses,Entity,New,Zombie Behemoth,Zombie Behemoth,,,
zombieBiker,entityclasses,Entity,New,ﾗｲﾀﾞｰｿﾞﾝﾋﾞ,Zombie Biker,Zombie Biker,,
zombieBoeFeral,entityclasses,Entity,New,やり過ぎた元ｻﾊﾞｲﾊﾞｰｿﾞﾝﾋﾞ,Feral Infected Survivor,,,
zombieCheerleader,entityclasses,Entity,New,ﾁｱﾘｰﾀﾞｰｿﾞﾝﾋﾞ,Cheerleader Zombie,,,
zombieCheerleaderFeral,entityclasses,Entity,New,虚ろなﾁｱﾘｰﾀﾞｰ,Feral Cheerleader Zombie,,,
zombieDarleneFeral,entityclasses,Entity,New,怖い母ちゃんｿﾞﾝﾋﾞ,Feral Mother,,,
zombieFarmer,entityclasses,Entity,New,農夫ｿﾞﾝﾋﾞ,Zombie Farmer,,,
zombieFarmerFeral,entityclasses,Entity,New,一揆ｿﾞﾝﾋﾞ,Feral Zombie Farmer,,,
zombieFatCopFeral,entityclasses,Entity,New,悪徳警官ｿﾞﾝﾋﾞ,Feral Policeman,,,
zombieFatCopFeralRadiated,entityclasses,Entity,New,汚職警官ｿﾞﾝﾋﾞ,Feral Radiated Policeman,,,
zombieFatHawaiian,entityclasses,Entity,New,ｱﾛﾊﾃﾞﾌﾞｿﾞﾝﾋﾞ,Disturbed Tourist,Gestörter Tourist,,
zombieFatHawaiianFeral,entityclasses,Entity,New,踊るｱﾙﾊﾃﾞﾌﾞｿﾞﾝﾋﾞ,Feral Tourist,,,
zombieFemaleFat,entityclasses,Entity,New,ﾏﾂｺDXｿﾞﾝﾋﾞ,Hungry Zombie,,,
zombieFemaleFatFeral,entityclasses,Entity,New,ﾏﾂｺ怒りMAXｿﾞﾝﾋﾞ,Feral Hungry Zombie,,,
zombieFootballPlayer,entityclasses,Entity,New,ﾌｯﾄﾎﾞｰﾗｰｿﾞﾝﾋﾞ,Team Z Player,,,
zombieJoeFeral,entityclasses,Entity,New,熟年死体,Feral Cadaver,,,
zombieMaleHazmat,entityclasses,Entity,New,化学処理班ゾンビ,Hazardous Worker,,,
zombieMarleneFeral,entityclasses,Entity,New,熟年女子ｿﾞﾝﾋﾞ,Feral Woman,,,
zombieMoeFeral,entityclasses,Entity,New,はちきれ限界ﾃﾞﾌﾞｿﾞﾝﾋﾞ,Feral Bloated Walker,,,
zombieNurseFeral,entityclasses,Entity,New,忙殺看護師ｿﾞﾝﾋﾞ,Feral Nurse,,,
zombieOldTimer,entityclasses,Entity,New,ｶｳﾎﾞｰｲｿﾞﾝﾋﾞ,Zombie Cowboy,Zombie Cowboy,,
zombieOldTimerFeral,entityclasses,Entity,New,走るｶｳﾎﾞｰｲｿﾞﾝﾋﾞ,Feral Zombie Cowboy,,,
zombieScreamerFeral,entityclasses,Entity,New,貞子姐さん,Feral Screamer,,,
zombieSkateboarder,entityclasses,Entity,New,クズゾンビ,Skater Punk Zombie,,,
zombieSkateboarderFeral,entityclasses,Entity,New,ﾁﾝﾋﾟﾗｿﾞﾝﾋﾞ,Feral Skater Zombie,,,
zombieSnowFeral,entityclasses,Entity,New,野獣ｿﾞﾝﾋﾞ,Feral Frozen Lumberjack,,,
zombieSoldier,entityclasses,Entity,New,兵士ｿﾞﾝﾋﾞ,Fallen Soldier,,,
zombieSoldierFeral,entityclasses,Entity,New,最強兵士ｿﾞﾝﾋﾞ,Feral Soldier,,,
zombieSpiderFeral,entityclasses,Entity,New,俊足ｽﾊﾟｲﾀﾞｰ,Feral Spider Zombie,,,
zombieSpiderFeralRadiated,entityclasses,Entity,New,汚染ｽﾊﾟｲﾀﾞｰ,Feral Radiated Spider Zombie,,,
zombieSteveCrawlerFeral,entityclasses,Entity,New,元這いずりｿﾞﾝﾋﾞ,FeralCrawler,,,
zombieSteveFeral,entityclasses,Entity,New,解雇ｿﾞﾝﾋﾞ,Feral Corpse,,,
zombieStripper,entityclasses,Entity,New,ストリッパー,Zombie Stripper,Untote Stripperin,,
zombieStripperFeral,entityclasses,Entity,New,踊るｽﾄﾘｯﾊﾟｰ,Feral Stripper,,,
zombieUtilityWorker,entityclasses,Entity,New,整備士ｿﾞﾝﾋﾞ,Utility Worker Zombie,,,
zombieUtilityWorkerFeral,entityclasses,Entity,New,解体専門ｿﾞﾝﾋﾞ,Feral Utility Worker,,,
zombieWightFeralRadiated,entityclasses,Entity,New,堕天使,Feral Radiated Wight,"Wilder Streuner, verstrahlt",,
zombieYoFeral,entityclasses,Entity,New,熟した死体,Feral Carcass,,,
blockcommand_options,blocks,Radial,New,Options,Options,Optionen,,
flagstoneWedgeIncline,blocks,Block,New,Flagstone Wedge Incline,Flagstone Wedge Incline,Steinplatten Dachvorsprung,,
brickWedgeTipCNRFullBottom,blocks,Block,New,Brick Wedge Full Corner Bottom,Brick Wedge Full Corner Bottom,Ziegel Schrägenspitze Komplette Ecke Unten,,
brickStairs25CornerCNR,blocks,Block,New,Brick Stairs Corner,Brick Stairs Corner,Ziegel Stufenecke,,
